worker_id,entity,country,site,department,job_level,role,gender,contract_type,work_model,fte,weekly_hours,performance_rating,base_pay,bonus,commission,shift_allowance,car_allowance
W02028,ES · Barcelona,ES,Barcelona,Customer Service,L3,Customer Service L3,M,Permanent,Hybrid,1.0,40,3,39350,2060,0,0,0
W02029,PL · Kraków,PL,Krakow,Operations,L1,Operations L1,M,Permanent,Hybrid,1.0,40,3,15050,0,0,0,0
W02031,DE · Munich,DE,Munich,Operations,L6,Operations L6,F,Permanent,Hybrid,0.8,32,1,122200,0,0,0,7200
W02032,IT · Milan,IT,Milan,Customer Service,L1,Customer Service L1,F,Permanent,Remote,1.0,40,3,24750,0,0,0,0
W02033,ES · Barcelona,ES,Barcelona,Sales,L3,Sales L3,M,Permanent,Onsite,1.0,40,2,36600,990,6430,0,0
W02035,PL · Kraków,PL,Krakow,Finance,L1,Finance L1,F,Permanent,Onsite,1.0,40,4,22250,0,0,0,0
W02036,PL · Kraków,PL,Krakow,Operations,L4,Operations L4,F,Fixed-term,Hybrid,1.0,40,4,40800,4540,0,0,0
W02037,DE · Munich,DE,Munich,Operations,L1,Operations L1,F,Fixed-term,Onsite,0.8,32,3,28560,0,0,1440,0
W02038,PL · Kraków,PL,Krakow,Operations,L2,Operations L2,M,Permanent,Remote,1.0,40,3,25100,0,0,0,0
W02039,PL · Kraków,PL,Krakow,Operations,L1,Operations L1,F,Fixed-term,Hybrid,1.0,40,5,18400,0,0,0,0
W02040,IT · Milan,IT,Milan,Operations,L3,Operations L3,F,Permanent,Remote,1.0,40,4,41400,2830,0,0,0
W02041,PL · Kraków,PL,Krakow,Finance,L1,Finance L1,M,Permanent,Hybrid,1.0,40,3,21750,0,0,0,0
W02042,DE · Munich,DE,Munich,Operations,L6,Operations L6,M,Permanent,Remote,1.0,40,2,150550,15590,0,0,7200
W02043,IT · Milan,IT,Milan,Finance,L1,Finance L1,F,Fixed-term,Hybrid,1.0,40,4,28000,0,0,0,0
W02044,PL · Kraków,PL,Krakow,Sales,L1,Sales L1,F,Permanent,Hybrid,1.0,40,3,25150,0,4310,0,0
W02045,ES · Barcelona,ES,Barcelona,Operations,L2,Operations L2,F,Fixed-term,Hybrid,1.0,40,3,28650,0,0,0,0
W02046,IT · Milan,IT,Milan,Tech,L4,Tech L4,F,Permanent,Onsite,1.0,40,3,63050,4780,0,0,0
W02047,IT · Milan,IT,Milan,Finance,L1,Finance L1,F,Permanent,Hybrid,1.0,40,5,27450,0,0,0,0
W02048,IT · Milan,IT,Milan,Tech,L2,Tech L2,M,Fixed-term,Onsite,1.0,40,3,41450,0,0,0,0
W02050,IT · Milan,IT,Milan,Customer Service,L2,Customer Service L2,F,Permanent,Hybrid,1.0,40,3,25900,0,0,0,0
W02051,DE · Munich,DE,Munich,Operations,L2,Operations L2,F,Permanent,Hybrid,1.0,40,4,44850,0,0,0,0
W02052,PL · Kraków,PL,Krakow,Operations,L2,Operations L2,M,Permanent,Remote,1.0,40,2,27700,0,0,0,0
W02053,IT · Milan,IT,Milan,Sales,L1,Sales L1,F,Permanent,Hybrid,1.0,40,2,23750,0,1680,0,0
W02055,PL · Kraków,PL,Krakow,Operations,L3,Operations L3,M,Permanent,Hybrid,1.0,40,4,31600,2080,0,0,0
W02056,DE · Munich,DE,Munich,Customer Service,L2,Customer Service L2,F,Permanent,Onsite,1.0,40,4,39550,0,0,1800,0
W02057,IT · Milan,IT,Milan,HR,L2,HR L2,M,Fixed-term,Hybrid,1.0,40,2,38550,0,0,0,0
W02058,PL · Kraków,PL,Krakow,Customer Service,L2,Customer Service L2,F,Permanent,Onsite,1.0,40,2,22400,0,0,840,0
W02060,DE · Munich,DE,Munich,Tech,L1,Tech L1,M,Permanent,Hybrid,1.0,40,3,48650,0,0,0,0
W02061,PL · Kraków,PL,Krakow,Operations,L1,Operations L1,M,Fixed-term,Onsite,1.0,40,2,19250,0,0,840,0
W02063,ES · Barcelona,ES,Barcelona,HR,L3,HR L3,F,Permanent,Onsite,1.0,40,3,39300,1990,0,0,0
W02064,IT · Milan,IT,Milan,Tech,L3,Tech L3,M,Permanent,Remote,1.0,40,2,54900,1390,0,0,0
W02065,IT · Milan,IT,Milan,Customer Service,L2,Customer Service L2,F,Permanent,Hybrid,1.0,40,4,28650,0,0,0,0
W02066,IT · Milan,IT,Milan,Operations,L3,Operations L3,M,Permanent,Onsite,1.0,40,4,36450,2030,0,1320,0
W02067,IT · Milan,IT,Milan,Customer Service,L4,Customer Service L4,M,Fixed-term,Onsite,1.0,40,4,49550,5200,0,0,0
W02068,IT · Milan,IT,Milan,Operations,L3,Operations L3,M,Permanent,Remote,1.0,40,3,32550,1540,0,0,0
W02069,IT · Milan,IT,Milan,Customer Service,L2,Customer Service L2,F,Permanent,Onsite,1.0,40,4,29650,0,0,1320,0
W02070,ES · Barcelona,ES,Barcelona,Customer Service,L2,Customer Service L2,M,Permanent,Onsite,1.0,40,3,28750,0,0,1200,0
W02071,PL · Kraków,PL,Krakow,Finance,L2,Finance L2,M,Fixed-term,Onsite,1.0,40,3,28800,0,0,0,0
W02072,DE · Munich,DE,Munich,HR,L2,HR L2,F,Permanent,Hybrid,1.0,40,3,48050,0,0,0,0
W02073,IT · Milan,IT,Milan,Finance,L1,Finance L1,M,Permanent,Remote,1.0,40,4,25550,0,0,0,0
W02074,PL · Kraków,PL,Krakow,Customer Service,L3,Customer Service L3,M,Permanent,Hybrid,1.0,40,3,33500,1880,0,0,0
W02075,PL · Kraków,PL,Krakow,HR,L1,HR L1,F,Permanent,Onsite,1.0,40,4,22050,0,0,0,0
W02077,IT · Milan,IT,Milan,Operations,L2,Operations L2,F,Permanent,Hybrid,0.8,32,2,21720,0,0,0,0
W02078,DE · Munich,DE,Munich,Customer Service,L2,Customer Service L2,F,Fixed-term,Onsite,1.0,40,2,44000,0,0,1800,0
W02079,PL · Kraków,PL,Krakow,Tech,L2,Tech L2,M,Permanent,Hybrid,1.0,40,2,31000,0,0,0,0
W02080,IT · Milan,IT,Milan,Operations,L3,Operations L3,M,Permanent,Remote,1.0,40,3,35200,1700,0,0,0
W02081,PL · Kraków,PL,Krakow,HR,L3,HR L3,F,Permanent,Hybrid,1.0,40,4,30950,1850,0,0,0
W02082,IT · Milan,IT,Milan,Customer Service,L5,Customer Service L5,F,Permanent,Hybrid,1.0,40,3,65050,6580,0,0,6000
W02083,ES · Barcelona,ES,Barcelona,Tech,L3,Tech L3,M,Permanent,Onsite,1.0,40,3,46850,2340,0,0,0
W02084,PL · Kraków,PL,Krakow,Customer Service,L4,Customer Service L4,F,Permanent,Hybrid,1.0,40,3,40050,3320,0,0,0
W02085,PL · Kraków,PL,Krakow,Operations,L4,Operations L4,F,Fixed-term,Hybrid,1.0,40,3,41450,3370,0,0,0
W02086,DE · Munich,DE,Munich,Operations,L3,Operations L3,F,Permanent,Hybrid,1.0,40,4,54300,3320,0,0,0
W02089,IT · Milan,IT,Milan,Operations,L2,Operations L2,F,Permanent,Remote,1.0,40,3,31450,0,0,0,0
W02090,IT · Milan,IT,Milan,Sales,L2,Sales L2,M,Fixed-term,Onsite,1.0,40,3,35850,0,4120,0,0
W02091,PL · Kraków,PL,Krakow,Operations,L2,Operations L2,F,Permanent,Hybrid,1.0,40,3,24900,0,0,0,0
W02093,ES · Barcelona,ES,Barcelona,Sales,L1,Sales L1,M,Permanent,Remote,1.0,40,3,23900,0,3260,0,0
W02094,PL · Kraków,PL,Krakow,Operations,L1,Operations L1,M,Permanent,Onsite,1.0,40,4,16500,0,0,840,0
W02095,IT · Milan,IT,Milan,Sales,L3,Sales L3,F,Fixed-term,Remote,1.0,40,3,34450,1720,2610,0,0
W02096,IT · Milan,IT,Milan,Finance,L2,Finance L2,F,Permanent,Hybrid,0.8,32,3,34720,0,0,0,0
W02097,IT · Milan,IT,Milan,Customer Service,L1,Customer Service L1,F,Permanent,Remote,1.0,40,5,19750,0,0,0,0
W02098,IT · Milan,IT,Milan,Sales,L3,Sales L3,F,Permanent,Onsite,1.0,40,4,45900,2560,7030,0,0
W02099,PL · Kraków,PL,Krakow,Finance,L1,Finance L1,F,Fixed-term,Hybrid,1.0,40,3,22500,0,0,0,0
W02100,IT · Milan,IT,Milan,Customer Service,L3,Customer Service L3,F,Fixed-term,Hybrid,1.0,40,3,30600,1600,0,0,0
W02102,DE · Munich,DE,Munich,HR,L2,HR L2,F,Permanent,Hybrid,1.0,40,3,52200,0,0,0,0
W02103,DE · Munich,DE,Munich,Operations,L2,Operations L2,M,Permanent,Hybrid,1.0,40,4,44050,0,0,0,0
W02104,IT · Milan,IT,Milan,Operations,L1,Operations L1,F,Permanent,Hybrid,1.0,40,5,22150,0,0,0,0
W02105,IT · Milan,IT,Milan,Finance,L4,Finance L4,M,Fixed-term,Hybrid,1.0,40,4,62500,6640,0,0,0
W02106,IT · Milan,IT,Milan,Operations,L3,Operations L3,M,Permanent,Hybrid,1.0,40,2,34350,870,0,0,0
W02107,ES · Barcelona,ES,Barcelona,Finance,L3,Finance L3,M,Permanent,Onsite,1.0,40,3,44950,2270,0,0,0
W02108,IT · Milan,IT,Milan,Sales,L4,Sales L4,F,Permanent,Hybrid,1.0,40,4,42050,4490,4670,0,0
W02110,ES · Barcelona,ES,Barcelona,Operations,L2,Operations L2,F,Permanent,Remote,1.0,40,4,32600,0,0,0,0
W02111,PL · Kraków,PL,Krakow,Tech,L3,Tech L3,M,Permanent,Hybrid,1.0,40,3,48800,2130,0,0,0
W02112,DE · Munich,DE,Munich,Customer Service,L6,Customer Service L6,M,Permanent,Remote,1.0,40,4,119700,32060,0,0,7200
W02115,PL · Kraków,PL,Krakow,Sales,L2,Sales L2,M,Permanent,Hybrid,0.8,32,3,21800,0,4620,0,0
W02116,IT · Milan,IT,Milan,Customer Service,L2,Customer Service L2,F,Permanent,Onsite,1.0,40,1,27750,0,0,1320,0
W02117,ES · Barcelona,ES,Barcelona,Operations,L2,Operations L2,F,Permanent,Hybrid,1.0,40,3,23050,0,0,0,0
W02118,IT · Milan,IT,Milan,HR,L1,HR L1,F,Permanent,Remote,1.0,40,4,31000,0,0,0,0
W02120,ES · Barcelona,ES,Barcelona,Customer Service,L4,Customer Service L4,M,Permanent,Hybrid,1.0,40,3,44100,3640,0,0,0
W02121,PL · Kraków,PL,Krakow,Tech,L2,Tech L2,M,Permanent,Hybrid,1.0,40,4,32900,0,0,0,0
W02124,ES · Barcelona,ES,Barcelona,Customer Service,L3,Customer Service L3,F,Permanent,Onsite,1.0,40,3,40350,2080,0,1200,0
W02125,ES · Barcelona,ES,Barcelona,Customer Service,L2,Customer Service L2,F,Permanent,Hybrid,1.0,40,3,29200,0,0,0,0
W02127,PL · Kraków,PL,Krakow,Tech,L2,Tech L2,F,Permanent,Hybrid,1.0,40,3,30100,0,0,0,0
W02128,IT · Milan,IT,Milan,Customer Service,L2,Customer Service L2,M,Permanent,Hybrid,1.0,40,3,34350,0,0,0,0
W02129,IT · Milan,IT,Milan,Customer Service,L3,Customer Service L3,M,Fixed-term,Hybrid,1.0,40,2,39450,950,0,0,0
W02130,PL · Kraków,PL,Krakow,Tech,L4,Tech L4,M,Permanent,Hybrid,1.0,40,5,51950,6360,0,0,0
W02131,DE · Munich,DE,Munich,Tech,L4,Tech L4,F,Permanent,Hybrid,1.0,40,4,98250,9480,0,0,0
W02132,IT · Milan,IT,Milan,Operations,L2,Operations L2,M,Permanent,Hybrid,0.8,32,5,24040,0,0,0,0
W02133,PL · Kraków,PL,Krakow,HR,L2,HR L2,F,Permanent,Hybrid,1.0,40,3,23350,0,0,0,0
W02134,PL · Kraków,PL,Krakow,Operations,L5,Operations L5,F,Permanent,Hybrid,1.0,40,3,51500,6270,0,0,4200
W02135,IT · Milan,IT,Milan,Sales,L2,Sales L2,M,Fixed-term,Onsite,1.0,40,2,32750,0,4080,0,0
W02136,PL · Kraków,PL,Krakow,Customer Service,L4,Customer Service L4,M,Fixed-term,Onsite,1.0,40,2,40250,1690,0,0,0
W02137,DE · Munich,DE,Munich,Operations,L3,Operations L3,F,Permanent,Onsite,1.0,40,2,58800,1600,0,1800,0
W02138,ES · Barcelona,ES,Barcelona,Customer Service,L2,Customer Service L2,F,Permanent,Onsite,1.0,40,3,25350,0,0,1200,0
W02140,PL · Kraków,PL,Krakow,Operations,L4,Operations L4,F,Permanent,Onsite,0.8,32,3,31040,2400,0,0,0
W02142,ES · Barcelona,ES,Barcelona,Sales,L2,Sales L2,M,Fixed-term,Remote,1.0,40,3,28500,0,3710,0,0
W02143,DE · Munich,DE,Munich,Tech,L1,Tech L1,F,Permanent,Onsite,1.0,40,3,42900,0,0,0,0
W02144,DE · Munich,DE,Munich,HR,L2,HR L2,M,Fixed-term,Remote,1.0,40,3,42150,0,0,0,0
W02146,DE · Munich,DE,Munich,Customer Service,L2,Customer Service L2,F,Fixed-term,Hybrid,1.0,40,3,40800,0,0,0,0
W02147,IT · Milan,IT,Milan,Operations,L1,Operations L1,M,Permanent,Onsite,1.0,40,3,28400,0,0,1320,0
W02148,PL · Kraków,PL,Krakow,Operations,L3,Operations L3,M,Permanent,Hybrid,1.0,40,3,35200,1580,0,0,0
W02149,ES · Barcelona,ES,Barcelona,Operations,L4,Operations L4,M,Permanent,Hybrid,1.0,40,4,51550,5200,0,0,0
W02151,PL · Kraków,PL,Krakow,Customer Service,L2,Customer Service L2,F,Permanent,Hybrid,1.0,40,3,22850,0,0,0,0
W02152,PL · Kraków,PL,Krakow,Operations,L5,Operations L5,M,Permanent,Onsite,0.8,32,3,53840,6120,0,0,4200
W02153,IT · Milan,IT,Milan,Operations,L4,Operations L4,M,Permanent,Onsite,1.0,40,3,46450,3720,0,0,0
W02155,IT · Milan,IT,Milan,Operations,L2,Operations L2,F,Permanent,Hybrid,1.0,40,3,34350,0,0,0,0
W02156,IT · Milan,IT,Milan,Operations,L2,Operations L2,M,Permanent,Hybrid,1.0,40,3,30400,0,0,0,0
W02157,ES · Barcelona,ES,Barcelona,Customer Service,L3,Customer Service L3,F,Permanent,Hybrid,1.0,40,3,36000,1800,0,0,0
W02158,ES · Barcelona,ES,Barcelona,Tech,L2,Tech L2,M,Permanent,Onsite,0.8,32,3,33400,0,0,0,0
W02159,DE · Munich,DE,Munich,Finance,L3,Finance L3,M,Permanent,Onsite,1.0,40,3,66650,3350,0,0,0
W02160,IT · Milan,IT,Milan,Finance,L5,Finance L5,M,Permanent,Onsite,1.0,40,3,75100,8740,0,0,6000
W02161,IT · Milan,IT,Milan,Customer Service,L2,Customer Service L2,F,Permanent,Hybrid,1.0,40,2,28150,0,0,0,0
W02162,PL · Kraków,PL,Krakow,HR,L4,HR L4,M,Permanent,Onsite,1.0,40,4,47200,4540,0,0,0
W02163,PL · Kraków,PL,Krakow,HR,L1,HR L1,F,Permanent,Hybrid,1.0,40,3,20000,0,0,0,0
W02164,IT · Milan,IT,Milan,Operations,L3,Operations L3,M,Fixed-term,Onsite,1.0,40,4,46900,3010,0,1320,0
W02166,PL · Kraków,PL,Krakow,Tech,L1,Tech L1,F,Permanent,Hybrid,1.0,40,3,26900,0,0,0,0
W02167,PL · Kraków,PL,Krakow,Customer Service,L1,Customer Service L1,F,Permanent,Remote,1.0,40,4,17300,0,0,0,0
W02168,ES · Barcelona,ES,Barcelona,Operations,L1,Operations L1,M,Permanent,Hybrid,1.0,40,3,25350,0,0,0,0
W02169,ES · Barcelona,ES,Barcelona,Sales,L1,Sales L1,F,Permanent,Hybrid,1.0,40,4,25550,0,3110,0,0
W02170,DE · Munich,DE,Munich,Sales,L2,Sales L2,F,Permanent,Hybrid,1.0,40,3,49800,0,5720,0,0
W02171,ES · Barcelona,ES,Barcelona,Sales,L4,Sales L4,M,Permanent,Hybrid,1.0,40,2,58000,2460,9310,0,0
W02172,ES · Barcelona,ES,Barcelona,Operations,L3,Operations L3,F,Permanent,Onsite,1.0,40,2,38750,910,0,1200,0
W02173,DE · Munich,DE,Munich,Customer Service,L2,Customer Service L2,F,Permanent,Remote,1.0,40,3,38100,0,0,0,0
W02174,PL · Kraków,PL,Krakow,Finance,L2,Finance L2,F,Permanent,Hybrid,1.0,40,3,29500,0,0,0,0
W02175,PL · Kraków,PL,Krakow,HR,L1,HR L1,F,Permanent,Onsite,1.0,40,4,24400,0,0,0,0
W02176,DE · Munich,DE,Munich,Customer Service,L1,Customer Service L1,F,Permanent,Onsite,1.0,40,3,26800,0,0,1800,0
W02177,PL · Kraków,PL,Krakow,Tech,L1,Tech L1,M,Permanent,Hybrid,1.0,40,2,26500,0,0,0,0
W02178,ES · Barcelona,ES,Barcelona,Customer Service,L3,Customer Service L3,F,Fixed-term,Hybrid,1.0,40,4,33500,1830,0,0,0
W02179,IT · Milan,IT,Milan,Customer Service,L1,Customer Service L1,M,Permanent,Onsite,1.0,40,2,20250,0,0,1320,0
W02180,IT · Milan,IT,Milan,Tech,L4,Tech L4,F,Permanent,Onsite,1.0,40,5,70200,8530,0,0,0
W02181,IT · Milan,IT,Milan,Tech,L2,Tech L2,F,Permanent,Onsite,1.0,40,3,41200,0,0,0,0
W02182,IT · Milan,IT,Milan,Finance,L2,Finance L2,M,Permanent,Hybrid,1.0,40,5,34100,0,0,0,0
W02183,PL · Kraków,PL,Krakow,Customer Service,L3,Customer Service L3,F,Fixed-term,Onsite,0.8,32,3,22440,1000,0,672,0
W02184,PL · Kraków,PL,Krakow,Customer Service,L4,Customer Service L4,M,Fixed-term,Onsite,1.0,40,3,37950,3250,0,0,0
W02186,DE · Munich,DE,Munich,Customer Service,L3,Customer Service L3,M,Permanent,Onsite,1.0,40,4,55900,3610,0,1800,0
W02187,DE · Munich,DE,Munich,HR,L2,HR L2,F,Permanent,Onsite,0.8,32,4,41160,0,0,0,0
W02188,PL · Kraków,PL,Krakow,Sales,L1,Sales L1,F,Permanent,Hybrid,1.0,40,2,22700,0,2380,0,0
W02189,PL · Kraków,PL,Krakow,Finance,L3,Finance L3,M,Permanent,Remote,1.0,40,3,38000,1960,0,0,0
W02190,IT · Milan,IT,Milan,HR,L2,HR L2,M,Fixed-term,Remote,1.0,40,3,33400,0,0,0,0
W02191,IT · Milan,IT,Milan,Sales,L4,Sales L4,M,Permanent,Hybrid,1.0,40,4,58150,5880,7540,0,0
W02192,DE · Munich,DE,Munich,Sales,L5,Sales L5,M,Permanent,Hybrid,1.0,40,3,117000,14150,13070,0,7200
W02193,DE · Munich,DE,Munich,Operations,L1,Operations L1,F,Permanent,Hybrid,1.0,40,4,34900,0,0,0,0
W02194,DE · Munich,DE,Munich,Sales,L4,Sales L4,M,Permanent,Hybrid,1.0,40,4,82800,8410,12180,0,0
W02195,PL · Kraków,PL,Krakow,Customer Service,L2,Customer Service L2,F,Fixed-term,Hybrid,1.0,40,3,22350,0,0,0,0
W02196,DE · Munich,DE,Munich,HR,L4,HR L4,F,Permanent,Remote,1.0,40,3,74250,5350,0,0,0
W02197,DE · Munich,DE,Munich,Customer Service,L4,Customer Service L4,F,Fixed-term,Onsite,1.0,40,3,70900,6410,0,0,0
W02198,IT · Milan,IT,Milan,Customer Service,L3,Customer Service L3,M,Permanent,Hybrid,0.8,32,3,30080,1360,0,0,0
W02199,IT · Milan,IT,Milan,Tech,L3,Tech L3,M,Permanent,Onsite,1.0,40,3,60400,3080,0,0,0
W02200,PL · Kraków,PL,Krakow,Sales,L1,Sales L1,M,Permanent,Remote,1.0,40,1,23050,0,4520,0,0
W02201,PL · Kraków,PL,Krakow,Tech,L2,Tech L2,M,Permanent,Onsite,1.0,40,3,29750,0,0,0,0
W02202,PL · Kraków,PL,Krakow,Customer Service,L5,Customer Service L5,M,Permanent,Hybrid,1.0,40,4,59400,8370,0,0,4200
W02203,ES · Barcelona,ES,Barcelona,Operations,L3,Operations L3,M,Permanent,Hybrid,1.0,40,4,39050,2380,0,0,0
W02204,ES · Barcelona,ES,Barcelona,Operations,L1,Operations L1,M,Permanent,Hybrid,1.0,40,3,25400,0,0,0,0
W02205,DE · Munich,DE,Munich,Operations,L2,Operations L2,M,Permanent,Hybrid,1.0,40,3,48800,0,0,0,0
W02206,IT · Milan,IT,Milan,Sales,L3,Sales L3,F,Fixed-term,Hybrid,1.0,40,2,35800,870,4140,0,0
W02207,ES · Barcelona,ES,Barcelona,Tech,L6,Tech L6,F,Permanent,Onsite,1.0,40,3,115200,24320,0,0,5400
W02208,DE · Munich,DE,Munich,Sales,L1,Sales L1,F,Permanent,Hybrid,1.0,40,2,40950,0,5510,0,0
W02209,IT · Milan,IT,Milan,Finance,L1,Finance L1,M,Fixed-term,Hybrid,1.0,40,3,24650,0,0,0,0
W02211,IT · Milan,IT,Milan,Finance,L1,Finance L1,F,Permanent,Hybrid,1.0,40,4,28450,0,0,0,0
W02212,IT · Milan,IT,Milan,Customer Service,L6,Customer Service L6,M,Permanent,Onsite,1.0,40,4,88300,22150,0,0,6000
W02213,ES · Barcelona,ES,Barcelona,Operations,L3,Operations L3,F,Permanent,Hybrid,0.8,32,3,24440,1180,0,0,0
W02214,ES · Barcelona,ES,Barcelona,Finance,L2,Finance L2,M,Permanent,Onsite,1.0,40,4,36350,0,0,0,0
W02215,IT · Milan,IT,Milan,Finance,L2,Finance L2,F,Permanent,Hybrid,1.0,40,4,34000,0,0,0,0
W02217,PL · Kraków,PL,Krakow,Customer Service,L3,Customer Service L3,F,Permanent,Hybrid,1.0,40,3,33450,1810,0,0,0
W02218,PL · Kraków,PL,Krakow,Customer Service,L1,Customer Service L1,F,Permanent,Hybrid,1.0,40,3,19650,0,0,0,0
W02219,PL · Kraków,PL,Krakow,Sales,L2,Sales L2,M,Permanent,Onsite,1.0,40,2,29000,0,5660,0,0
W02220,ES · Barcelona,ES,Barcelona,Sales,L3,Sales L3,M,Permanent,Remote,1.0,40,4,52200,3290,7120,0,0
W02221,DE · Munich,DE,Munich,HR,L2,HR L2,F,Permanent,Hybrid,1.0,40,3,45400,0,0,0,0
W02222,IT · Milan,IT,Milan,Finance,L2,Finance L2,M,Permanent,Onsite,0.8,32,3,27360,0,0,0,0
W02223,IT · Milan,IT,Milan,Customer Service,L3,Customer Service L3,F,Fixed-term,Hybrid,0.8,32,5,26480,2070,0,0,0
W02224,IT · Milan,IT,Milan,Customer Service,L2,Customer Service L2,F,Permanent,Onsite,1.0,40,2,30200,0,0,1320,0
W02225,PL · Kraków,PL,Krakow,Customer Service,L2,Customer Service L2,F,Permanent,Hybrid,1.0,40,4,21950,0,0,0,0
W02227,ES · Barcelona,ES,Barcelona,HR,L3,HR L3,M,Permanent,Hybrid,1.0,40,3,34500,1730,0,0,0
W02228,ES · Barcelona,ES,Barcelona,Customer Service,L2,Customer Service L2,M,Permanent,Onsite,1.0,40,3,26400,0,0,1200,0
W02229,ES · Barcelona,ES,Barcelona,Finance,L4,Finance L4,M,Permanent,Onsite,1.0,40,3,65150,5010,0,0,0
W02230,DE · Munich,DE,Munich,Customer Service,L4,Customer Service L4,M,Permanent,Remote,1.0,40,3,74250,5570,0,0,0
W02231,DE · Munich,DE,Munich,Tech,L4,Tech L4,M,Permanent,Hybrid,1.0,40,3,104500,9040,0,0,0
W02232,IT · Milan,IT,Milan,Customer Service,L1,Customer Service L1,F,Permanent,Hybrid,1.0,40,4,22850,0,0,0,0
W02233,IT · Milan,IT,Milan,Operations,L2,Operations L2,F,Permanent,Remote,1.0,40,4,31600,0,0,0,0
W02234,IT · Milan,IT,Milan,Tech,L4,Tech L4,M,Permanent,Onsite,1.0,40,3,55950,4390,0,0,0
W02235,IT · Milan,IT,Milan,Sales,L4,Sales L4,M,Permanent,Remote,1.0,40,3,51500,4000,12310,0,0
W02236,ES · Barcelona,ES,Barcelona,Operations,L4,Operations L4,F,Permanent,Hybrid,1.0,40,3,43550,3160,0,0,0
W02238,DE · Munich,DE,Munich,Customer Service,L2,Customer Service L2,F,Permanent,Remote,1.0,40,3,39400,0,0,0,0
W02239,DE · Munich,DE,Munich,Tech,L4,Tech L4,F,Permanent,Onsite,1.0,40,3,116950,8940,0,0,0
W02240,DE · Munich,DE,Munich,Operations,L1,Operations L1,F,Permanent,Remote,1.0,40,4,36600,0,0,0,0
W02241,DE · Munich,DE,Munich,Sales,L2,Sales L2,F,Permanent,Hybrid,1.0,40,2,40900,0,5430,0,0
W02242,DE · Munich,DE,Munich,Finance,L3,Finance L3,F,Permanent,Onsite,1.0,40,3,66900,3620,0,0,0
W02243,PL · Kraków,PL,Krakow,Operations,L3,Operations L3,F,Permanent,Hybrid,1.0,40,3,31750,1540,0,0,0
W02244,PL · Kraków,PL,Krakow,Operations,L5,Operations L5,M,Permanent,Hybrid,1.0,40,3,44650,5360,0,0,4200
W02245,ES · Barcelona,ES,Barcelona,Finance,L2,Finance L2,F,Permanent,Hybrid,1.0,40,3,34600,0,0,0,0
W02246,PL · Kraków,PL,Krakow,Sales,L1,Sales L1,M,Permanent,Hybrid,1.0,40,4,14750,0,2390,0,0
W02247,PL · Kraków,PL,Krakow,Customer Service,L4,Customer Service L4,M,Permanent,Hybrid,1.0,40,3,39650,2820,0,0,0
W02248,IT · Milan,IT,Milan,Tech,L4,Tech L4,M,Permanent,Onsite,1.0,40,1,80450,0,0,0,0
W02249,PL · Kraków,PL,Krakow,Finance,L5,Finance L5,M,Permanent,Hybrid,1.0,40,3,63800,7350,0,0,4200
W02251,IT · Milan,IT,Milan,Customer Service,L4,Customer Service L4,M,Permanent,Hybrid,1.0,40,3,50050,4320,0,0,0
W02252,PL · Kraków,PL,Krakow,Customer Service,L5,Customer Service L5,F,Permanent,Remote,1.0,40,3,52750,6520,0,0,4200
W02253,IT · Milan,IT,Milan,Finance,L4,Finance L4,F,Permanent,Remote,0.8,32,3,51920,4460,0,0,0
W02256,IT · Milan,IT,Milan,HR,L2,HR L2,F,Permanent,Hybrid,1.0,40,3,28400,0,0,0,0
W02257,PL · Kraków,PL,Krakow,Operations,L4,Operations L4,F,Permanent,Hybrid,1.0,40,4,38900,3850,0,0,0
W02258,PL · Kraków,PL,Krakow,Operations,L2,Operations L2,M,Fixed-term,Hybrid,1.0,40,3,26200,0,0,0,0
W02259,PL · Kraków,PL,Krakow,Tech,L4,Tech L4,M,Permanent,Remote,1.0,40,4,62900,6630,0,0,0
W02260,IT · Milan,IT,Milan,Operations,L1,Operations L1,F,Permanent,Onsite,1.0,40,2,21950,0,0,1320,0
W02261,DE · Munich,DE,Munich,Customer Service,L1,Customer Service L1,M,Permanent,Hybrid,1.0,40,3,31700,0,0,0,0
W02262,DE · Munich,DE,Munich,Operations,L2,Operations L2,F,Permanent,Hybrid,1.0,40,3,40600,0,0,0,0
W02263,ES · Barcelona,ES,Barcelona,Customer Service,L2,Customer Service L2,F,Permanent,Onsite,1.0,40,3,27600,0,0,1200,0
W02264,PL · Kraków,PL,Krakow,Customer Service,L3,Customer Service L3,F,Permanent,Onsite,1.0,40,5,29400,2180,0,840,0
W02265,IT · Milan,IT,Milan,Operations,L3,Operations L3,F,Permanent,Onsite,1.0,40,5,35050,2830,0,1320,0
W02267,DE · Munich,DE,Munich,Operations,L1,Operations L1,F,Permanent,Hybrid,1.0,40,3,36950,0,0,0,0
W02268,PL · Kraków,PL,Krakow,Finance,L1,Finance L1,M,Permanent,Onsite,1.0,40,4,23000,0,0,0,0
W02269,ES · Barcelona,ES,Barcelona,Operations,L2,Operations L2,M,Permanent,Remote,1.0,40,3,29650,0,0,0,0
W02270,ES · Barcelona,ES,Barcelona,Tech,L2,Tech L2,F,Fixed-term,Hybrid,1.0,40,3,31150,0,0,0,0
W02271,DE · Munich,DE,Munich,Customer Service,L2,Customer Service L2,M,Permanent,Hybrid,1.0,40,3,41250,0,0,0,0
W02272,PL · Kraków,PL,Krakow,Tech,L1,Tech L1,F,Fixed-term,Hybrid,1.0,40,3,25350,0,0,0,0
